CRASH DATE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
8/18/23,40.877815,-73.868126,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorbike,,,
8/18/23,40.852383,-73.90365,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
8/18/23,40.85237,-73.93463,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Motorbike,,,
8/18/23,40.8511,-73.90468,1,0,1,0,0,0,0,0,Unspecified,,,,,Moped,,,,
8/18/23,40.847813,-73.90754,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/18/23,40.84406,-73.88841,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/18/23,40.829453,-73.87475,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Motorscooter,,,,
8/18/23,40.820534,-73.94054,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,Taxi,Moped,,,
8/18/23,40.797943,-73.94213,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,MOPED,,,,
8/18/23,40.79546,-73.94604,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/18/23,40.770317,-73.87079,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Motorcycle,,,,
8/18/23,40.76235,-73.92619,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/18/23,40.750828,-74.00189,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
8/18/23,40.72575,-73.93216,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Passing or Lane Usage Improper,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Motorcycle,,
8/18/23,40.712597,-73.87155,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Sedan,Moped,,,
8/18/23,40.68553,-73.95656,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/18/23,40.674953,-73.80205,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/18/23,40.674603,-73.98178,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorscooter,,,,
8/18/23,40.65777,-73.93962,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Moped,,,
8/18/23,40.636707,-73.97286,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
8/18/23,40.599255,-73.9894,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
8/18/23,40.597935,-73.95909,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
8/18/23,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
8/19/23,40.848118,-73.93089,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
8/19/23,40.830635,-73.90099,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,Motorcycle,AMBULANCE,,,
8/19/23,40.818638,-73.81003,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
8/19/23,40.812664,-73.906334,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/19/23,40.804375,-73.93742,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Taxi,Motorcycle,,,
8/19/23,40.757946,-73.9099,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Motorcycle,Sedan,,,
8/19/23,40.752094,-73.925964,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/19/23,40.740173,-73.926926,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
8/19/23,40.712524,-73.962555,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorcycle,,,
8/19/23,40.695156,-73.89862,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
8/19/23,40.694305,-73.91852,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,Station Wagon/Sport Utility Vehicle,Sedan,Motorscooter,Sedan,
8/19/23,40.68979,-73.75202,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/19/23,40.685734,-73.9694,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/19/23,40.679348,-73.97402,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Moped,,,,
8/19/23,40.67597,-73.933235,0,0,0,0,0,0,0,0,Illnes,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Moped,Station Wagon/Sport Utility Vehicle
8/19/23,40.661488,-73.89389,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
8/19/23,40.63043,-73.88593,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,Sedan,Motorcycle,Sedan,,
8/19/23,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Sedan,MOPED,,,
8/19/23,,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,,,,,Motorscooter,,,,
8/20/23,40.870857,-73.8978,1,0,0,0,0,0,1,0,Driver Inexperience,Traffic Control Disregarded,,,,Moped,Sedan,,,
8/20/23,40.842075,-73.834724,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,Sedan,Moped,,,
8/20/23,40.835857,-73.87213,2,0,0,0,0,0,2,0,Unsafe Speed,,,,,Moped,,,,
8/20/23,40.82244,-73.91289,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
8/20/23,40.821,-73.8969,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Moped,Sedan,,,
8/20/23,40.813797,-73.94987,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Passing or Lane Usage Improper,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/20/23,40.755753,-73.92796,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Motorcycle,,,,
8/20/23,40.746494,-73.932274,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Motorcycle,Motorcycle,,,
8/20/23,40.742573,-73.8947,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
8/20/23,40.7011,-73.84157,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,Sedan,,,
8/20/23,40.679806,-73.97816,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Moped,Sedan,,,
8/20/23,40.651604,-74.01051,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,PK,MOPED,,,
8/20/23,40.645626,-73.89763,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorscooter,Station Wagon/Sport Utility Vehicle,,,
8/20/23,40.642822,-73.96086,1,0,0,0,0,0,1,0,Unspecified,,,,,Moped,,,,
8/20/23,40.556534,-74.12813,2,0,0,0,0,0,2,0,Illnes,Unspecified,,,,Motorcycle,Motorcycle,,,
8/20/23,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Moped,,,,
8/20/23,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Motorcycle,,,,
8/20/23,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,,,,
8/21/23,40.842552,-73.8527,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Sedan,Pick-up Truck,Moped,,
8/21/23,40.80503,-73.956825,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/21/23,40.787045,-73.97759,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Moped,Bike,,,
8/21/23,40.77146,-73.994354,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Motorcycle,Sedan,,,
8/21/23,40.749832,-73.98196,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/21/23,40.746056,-73.852875,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Moped,,,,
8/21/23,40.729942,-73.99737,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,MOPED,,,
8/21/23,40.72621,-73.920525,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/21/23,40.69482,-73.934425,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Sedan,Moped,,,
8/21/23,40.670124,-73.95528,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,motorcycle,,,
8/21/23,40.615353,-74.08783,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,Motorcycle,,,,
8/21/23,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Traffic Control Disregarded,,,,Sedan,Moped,,,
8/21/23,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
8/21/23,,,1,0,0,0,0,0,1,0,Passenger Distraction,Passing or Lane Usage Improper,,,,Taxi,Moped,,,
8/21/23,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorscooter,,,
8/22/23,40.88955,-73.84524,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,Motorcycle,Bike,,,
8/22/23,40.848927,-73.88816,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/22/23,40.8477,-73.90097,3,0,3,0,0,0,0,0,Driver Inattention/Distraction,,,,,Moped,,,,
8/22/23,40.842346,-73.89836,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/22/23,40.77958,-73.82332,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,Unspecified,,,MOPED,Sedan,Station Wagon/Sport Utility Vehicle,,
8/22/23,40.758366,-73.86674,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,Pick-up Truck,Moped,Sedan,,
8/22/23,40.75473,-73.7537,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,Sedan,Motorcycle,,,
8/22/23,40.744755,-73.91055,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Moped,,,,
8/22/23,40.732853,-74.00753,1,0,0,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,Motorcycle,Taxi,,,
8/22/23,40.677834,-74.00617,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,Sedan,Motorcycle,,,
8/22/23,40.656002,-73.94054,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Sedan,Motorcycle,,,
8/22/23,40.641727,-73.907646,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
8/22/23,40.626457,-73.918,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Motorscooter,Sedan,,,
8/22/23,40.614452,-73.99161,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
8/22/23,40.585045,-74.16078,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,,,Sedan,Motorcycle,Sedan,,
8/22/23,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
8/22/23,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,,,Motorcycle,,,,
8/23/23,40.86663,-73.88647,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorscooter,,,
8/23/23,40.859623,-73.88747,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
8/23/23,40.859306,-73.89885,0,1,0,0,0,0,0,1,Reaction to Uninvolved Vehicle,,,,,Motorcycle,,,,
8/23/23,40.83898,-73.9186,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/23/23,40.838688,-73.93779,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
8/23/23,40.809105,-73.9229,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
8/23/23,40.77592,-73.95317,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/23/23,40.75256,-73.8962,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,Sedan,Motorcycle,,,
8/23/23,40.73186,-73.951904,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,Moped,,,,
8/23/23,40.72677,-73.89542,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Sedan,Motorcycle,,,
8/23/23,40.71786,-73.948326,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/23/23,40.609932,-73.99029,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/23/23,,,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,Motorbike,,,
8/23/23,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,Moped,,,,
8/23/23,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
8/24/23,40.83829,-73.930016,1,0,0,0,0,0,1,0,Unspecified,,,,,Moped,,,,
8/24/23,40.817368,-73.90259,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Dump,Motorcycle,,,
8/24/23,40.817116,-73.94801,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
8/24/23,40.79976,-73.96622,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,Sedan,Motorscooter,,,
8/24/23,40.769737,-73.91244,2,0,1,0,0,0,1,0,Failure to Yield Right-of-Way,,,,,Moped,,,,
8/24/23,40.76422,-73.98099,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,Sedan,Motorcycle,,,
8/24/23,40.75286,-73.87446,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/24/23,40.7491,-73.984085,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Moped,,,
8/24/23,40.739395,-73.87792,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Traffic Control Disregarded,,,,Sedan,Moped,,,
8/24/23,40.72162,-73.854576,1,0,0,0,0,0,1,0,View Obstructed/Limited,Unsafe Speed,,,,Sedan,Moped,,,
8/24/23,40.71576,-73.74655,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,Sedan,Moped,,,
8/24/23,40.713287,-73.87163,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,Moped,,,
8/24/23,40.679314,-73.98176,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
8/24/23,40.675625,-73.89879,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,Bus,Motorcycle,,,
8/24/23,40.666737,-73.991745,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Moped,Sedan,,,
8/24/23,40.655945,-73.94147,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
8/24/23,40.64856,-73.95967,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Moped,,,,
8/24/23,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/24/23,,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,,,,Motorscooter,Sedan,,,
8/25/23,40.846657,-73.89619,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,,,,Moped,Sedan,,,
8/25/23,40.765404,-73.91352,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Moped,,,
8/25/23,40.76537,-73.90828,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorcycle,,,
8/25/23,40.748756,-73.873314,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Moped,,,
8/25/23,40.72757,-73.89658,2,0,1,0,0,0,1,0,Driver Inexperience,,,,,Motorcycle,,,,
8/25/23,40.718693,-73.95466,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Motorcycle,,,,
8/25/23,40.681004,-73.9719,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/25/23,40.66977,-73.97917,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Moped,,,
8/25/23,40.668648,-73.92835,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Moped,Sedan,,,
8/25/23,40.66855,-73.990234,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Moped,,,
8/25/23,40.626694,-74.01511,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Motorbike,,,,
8/25/23,40.626183,-73.994156,1,0,1,0,0,0,0,0,Unspecified,,,,,Moped,,,,
8/25/23,40.592186,-73.9777,1,0,0,0,0,0,1,0,Unspecified,,,,,Moped,,,,
8/26/23,40.85162,-73.8265,1,0,1,0,0,0,0,0,Unsafe Speed,,,,,Moped,,,,
8/26/23,40.76923,-73.91033,1,0,0,0,0,0,1,0,Following Too Closely,,,,,Motorcycle,,,,
8/26/23,40.727962,-73.95008,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,Moped,Sedan,,,
8/26/23,40.712082,-74.01013,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Taxi,,,
8/26/23,40.689964,-73.796776,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Pick-up Truck,,,
8/26/23,40.688698,-73.942085,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inexperience,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/26/23,40.668507,-73.92561,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,MOPED,,,
8/26/23,40.64479,-74.01433,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Box Truck,Moped,,,
8/26/23,40.642483,-74.00948,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,Pick-up Truck,Moped,,,
8/26/23,40.62237,-73.96473,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
8/26/23,40.608223,-74.1294,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/26/23,,,1,0,0,0,0,0,1,0,Obstruction/Debris,Unspecified,,,,Motorscooter,Motorscooter,,,
8/26/23,,,1,0,0,0,0,0,1,0,Pavement Defective,,,,,Motorcycle,,,,
8/27/23,40.86475,-73.8889,1,0,0,0,0,0,1,0,Unspecified,,,,,Moped,Sedan,,,
8/27/23,40.862923,-73.92777,2,0,1,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/27/23,40.859547,-73.80091,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
8/27/23,40.84478,-73.911316,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,moped,,,,
8/27/23,40.843372,-73.938095,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Sedan,Moped,,,
8/27/23,40.82021,-73.89712,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/27/23,40.801918,-73.94344,1,0,0,0,0,0,1,0,Driverless/Runaway Vehicle,,,,,Motorcycle,Sedan,,,
8/27/23,40.759525,-73.99925,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Moped,Sedan,,,
8/27/23,40.757698,-73.9694,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,Unspecified,,,Taxi,Motorcycle,Taxi,,
8/27/23,40.748123,-73.87929,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,,,,
8/27/23,40.747192,-73.80303,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Moped,,,
8/27/23,40.68578,-73.88132,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/27/23,40.68039,-73.94956,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Moped,,,,
8/27/23,40.667904,-73.883606,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,Motorcycle,Bike,,,
8/27/23,40.66717,-73.88086,1,0,0,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,Sedan,MOPED,,,
8/27/23,40.662014,-73.886826,1,0,0,0,0,0,1,0,Turning Improperly,Unsafe Speed,,,,Sedan,Motorcycle,,,
8/27/23,40.648056,-73.959564,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,Bike,Moped,,,
8/27/23,40.60644,-73.81953,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
8/27/23,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Sedan,Motorcycle,,,
8/28/23,40.847412,-73.93331,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/28/23,40.836937,-73.927124,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,Sedan,Moped,,,
8/28/23,40.822834,-73.941925,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,Pick-up Truck,Motorcycle,,,
8/28/23,40.77855,-73.951256,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,Moped,,,,
8/28/23,40.773293,-73.90668,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,Sedan,,,
8/28/23,40.76132,-73.9171,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Passing Too Closely,,,,Motorcycle,,,,
8/28/23,40.75831,-73.96294,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Moped,,,,
8/28/23,40.720078,-73.9792,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorscooter,,,
8/28/23,40.71405,-73.77801,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
8/28/23,40.687565,-73.83441,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Motorcycle,,,
8/28/23,40.686886,-73.87908,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
8/28/23,40.677032,-73.824684,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorscooter,,,
8/28/23,40.67597,-73.933235,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Motorcycle,Sedan,,,
8/28/23,40.664963,-73.98982,1,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/28/23,40.518517,-74.199684,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorbike,,,
8/28/23,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Driver Inexperience,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
8/29/23,40.867676,-73.89855,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
8/29/23,40.857418,-73.89996,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Moped,,,,
8/29/23,40.832897,-73.862274,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Sedan,Moped,Station Wagon/Sport Utility Vehicle,,
8/29/23,40.832863,-73.94204,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Moped,,,
8/29/23,40.80934,-73.855316,0,1,0,0,0,0,0,1,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
8/29/23,40.80796,-73.94908,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,MOPED,,,
8/29/23,40.797,-73.93778,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
8/29/23,40.742043,-73.95436,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
8/29/23,40.7371,-73.84606,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
